id,name,parent,role,version,loc
k9.Account,Account,k9,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,1137
k9.AccountStats,AccountStats,k9,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,12
k9.BaseAccount,BaseAccount,k9,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,8
k9.EmailAddressAdapter,EmailAddressAdapter,k9,Coordinator,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,54
k9.EmailAddressValidator,EmailAddressValidator,k9,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,14
k9.EmailReceivedIntent,EmailReceivedIntent,k9,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,12
k9.FontSizes,FontSizes,k9,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,297
k9.Identity,Identity,k9,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,51
k9.K9,K9,k9,Coordinator,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,793
k9.NotificationSetting,NotificationSetting,k9,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,121
k9.Preferences,Preferences,k9,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,140
k9.SearchAccount,SearchAccount,k9,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,92
k9.SearchSpecification,SearchSpecification,k9,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,10
k9.activity.AccessibleEmailContentActivity,AccessibleEmailContentActivity,k9.activity,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,66
k9.activity.Accounts,Accounts,k9.activity,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,593
k9.activity.ActivityListener,ActivityListener,k9.activity,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,172
k9.activity.ChooseAccount,ChooseAccount,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,99
k9.activity.ChooseFolder,ChooseFolder,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,258
k9.activity.ChooseIdentity,ChooseIdentity,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,71
k9.activity.ColorPickerDialog,ColorPickerDialog,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,148
k9.activity.ConfirmationDialog,ConfirmationDialog,k9.activity,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,61
k9.activity.EditIdentity,EditIdentity,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,116
k9.activity.FolderInfoHolder,FolderInfoHolder,k9.activity,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,101
k9.activity.FolderList,FolderList,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,519
k9.activity.FolderListFilter,FolderListFilter,k9.activity,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,109
k9.activity.InsertableHtmlContent,InsertableHtmlContent,k9.activity,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,135
k9.activity.K9Activity,K9Activity,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,89
k9.activity.K9ExpandableListActivity,K9ExpandableListActivity,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,14
k9.activity.K9ListActivity,K9ListActivity,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,80
k9.activity.K9PreferenceActivity,K9PreferenceActivity,k9.activity,Coordinator,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,57
k9.activity.LauncherShortcuts,LauncherShortcuts,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,54
k9.activity.ManageIdentities,ManageIdentities,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,120
k9.activity.MessageCompose,MessageCompose,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,2214
k9.activity.MessageInfoHolder,MessageInfoHolder,k9.activity,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,47
k9.activity.MessageList,MessageList,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,1530
k9.activity.MessageReference,MessageReference,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,135
k9.activity.MessageView,MessageView,k9.activity,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,904
k9.activity.ProgressListener,ProgressListener,k9.activity,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,31
k9.activity.Search,Search,k9.activity,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,4
k9.activity.SearchModifier,SearchModifier,k9.activity,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,17
k9.activity.setup.AccountSettings,AccountSettings,k9.activity.setup,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,749
k9.activity.setup.AccountSetupAccountType,AccountSetupAccountType,k9.activity.setup,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,95
k9.activity.setup.AccountSetupBasics,AccountSetupBasics,k9.activity.setup,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,339
k9.activity.setup.AccountSetupCheckSettings,AccountSetupCheckSettings,k9.activity.setup,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,357
k9.activity.setup.AccountSetupComposition,AccountSetupComposition,k9.activity.setup,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,116
k9.activity.setup.AccountSetupIncoming,AccountSetupIncoming,k9.activity.setup,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,399
k9.activity.setup.AccountSetupNames,AccountSetupNames,k9.activity.setup,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,81
k9.activity.setup.AccountSetupOptions,AccountSetupOptions,k9.activity.setup,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,133
k9.activity.setup.AccountSetupOutgoing,AccountSetupOutgoing,k9.activity.setup,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,288
k9.activity.setup.FolderSettings,FolderSettings,k9.activity.setup,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,139
k9.activity.setup.FontSizeSettings,FontSizeSettings,k9.activity.setup,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,150
k9.activity.setup.Prefs,Prefs,k9.activity.setup,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,368
k9.activity.setup.SpinnerHelper,SpinnerHelper,k9.activity.setup,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,47
k9.activity.setup.SpinnerOption,SpinnerOption,k9.activity.setup,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,26
k9.controller.MessageDateComparator,MessageDateComparator,k9.controller,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,17
k9.controller.MessageRemovalListener,MessageRemovalListener,k9.controller,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,5
k9.controller.MessageRetrievalListener,MessageRetrievalListener,k9.controller,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,12
k9.controller.MessagingController,MessagingController,k9.controller,Controller,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,3755
k9.controller.MessagingControllerPushReceiver,MessagingControllerPushReceiver,k9.controller,Coordinator,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,99
k9.controller.MessagingListener,MessagingListener,k9.controller,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,142
k9.crypto.Apg,Apg,k9.crypto,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,427
k9.crypto.CryptoProvider,CryptoProvider,k9.crypto,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,32
k9.crypto.None,None,k9.crypto,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,64
k9.crypto.PgpData,PgpData,k9.crypto,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,60
k9.helper.AutoSyncHelper,AutoSyncHelper,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,102
k9.helper.AutoSyncSdk3,AutoSyncSdk3,k9.helper,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,35
k9.helper.AutoSyncSdk4,AutoSyncSdk4,k9.helper,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,35
k9.helper.AutoSyncSdk5,AutoSyncSdk5,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,15
k9.helper.Contacts,Contacts,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,175
k9.helper.ContactsSdk3_4,ContactsSdk3_4,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,230
k9.helper.ContactsSdk5,ContactsSdk5,k9.helper,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,194
k9.helper.ContactsSdk5p,ContactsSdk5p,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,97
k9.helper.DateFormatter,DateFormatter,k9.helper,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,67
k9.helper.DomainNameChecker,DomainNameChecker,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,260
k9.helper.FileBrowserHelper,FileBrowserHelper,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,105
k9.helper.HtmlConverter,HtmlConverter,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,1046
k9.helper.IAutoSync,IAutoSync,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,23
k9.helper.MediaScannerNotifier,MediaScannerNotifier,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,32
k9.helper.MessageHelper,MessageHelper,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,84
k9.helper.Regex,Regex,k9.helper,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,211
k9.helper.SizeFormatter,SizeFormatter,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,21
k9.helper.Utility,Utility,k9.helper,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,557
k9.helper.power.TracingPowerManager,TracingPowerManager,k9.helper.power,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,32
k9.mail.Address,Address,k9.mail,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,313
k9.mail.Authentication,Authentication,k9.mail,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,71
k9.mail.AuthenticationFailedException,AuthenticationFailedException,k9.mail,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,10
k9.mail.Body,Body,k9.mail,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,8
k9.mail.BodyPart,BodyPart,k9.mail,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,10
k9.mail.CertificateValidationException,CertificateValidationException,k9.mail,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,10
k9.mail.FetchProfile,FetchProfile,k9.mail,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,22
k9.mail.Flag,Flag,k9.mail,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,48
k9.mail.Folder,Folder,k9.mail,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,158
k9.mail.Message,Message,k9.mail,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,164
k9.mail.MessagingException,MessagingException,k9.mail,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,25
k9.mail.Multipart,Multipart,k9.mail,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,64
k9.mail.Part,Part,k9.mail,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,18
k9.mail.PushReceiver,PushReceiver,k9.mail,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,15
k9.mail.Pusher,Pusher,k9.mail,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,14
k9.mail.Store,Store,k9.mail,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,97
k9.mail.Transport,Transport,k9.mail,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,22
k9.mail.filter.Base64,Base64,k9.mail.filter,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,689
k9.mail.filter.Base64OutputStream,Base64OutputStream,k9.mail.filter,Coordinator,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,171
k9.mail.filter.CountingOutputStream,CountingOutputStream,k9.mail.filter,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,27
k9.mail.filter.EOLConvertingOutputStream,EOLConvertingOutputStream,k9.mail.filter,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,34
k9.mail.filter.FixedLengthInputStream,FixedLengthInputStream,k9.mail.filter,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,52
k9.mail.filter.Hex,Hex,k9.mail.filter,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,48
k9.mail.filter.LineWrapOutputStream,LineWrapOutputStream,k9.mail.filter,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,73
k9.mail.filter.PeekableInputStream,PeekableInputStream,k9.mail.filter,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,56
k9.mail.filter.SmtpDataStuffing,SmtpDataStuffing,k9.mail.filter,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,28
k9.mail.filter.StatusOutputStream,StatusOutputStream,k9.mail.filter,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,23
k9.mail.internet.BinaryTempFileBody,BinaryTempFileBody,k9.mail.internet,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,44
k9.mail.internet.DecoderUtil,DecoderUtil,k9.mail.internet,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,163
k9.mail.internet.EncoderUtil,EncoderUtil,k9.mail.internet,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,148
k9.mail.internet.Iso2022JpToShiftJisInputStream,Iso2022JpToShiftJisInputStream,k9.mail.internet,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,62
k9.mail.internet.MimeBodyPart,MimeBodyPart,k9.mail.internet,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,114
k9.mail.internet.MimeHeader,MimeHeader,k9.mail.internet,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,113
k9.mail.internet.MimeMessage,MimeMessage,k9.mail.internet,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,368
k9.mail.internet.MimeMultipart,MimeMultipart,k9.mail.internet,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,72
k9.mail.internet.MimeUtility,MimeUtility,k9.mail.internet,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,2332
k9.mail.internet.TextBody,TextBody,k9.mail.internet,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,75
k9.mail.store.ImapResponseParser,ImapResponseParser,k9.mail.store,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,345
k9.mail.store.ImapStore,ImapStore,k9.mail.store,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,381
k9.mail.store.LockableDatabase,LockableDatabase,k9.mail.store,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,370
k9.mail.store.Pop3Store,Pop3Store,k9.mail.store,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,127
k9.mail.store.StorageManager,StorageManager,k9.mail.store,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,348
k9.mail.store.TrustManagerFactory,TrustManagerFactory,k9.mail.store,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,126
k9.mail.store.UnavailableAccountException,UnavailableAccountException,k9.mail.store,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,34
k9.mail.store.UnavailableStorageException,UnavailableStorageException,k9.mail.store,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,19
k9.mail.store.WebDavStore,WebDavStore,k9.mail.store,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,966
k9.mail.transport.SmtpTransport,SmtpTransport,k9.mail.transport,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,507
k9.mail.transport.TrustedSocketFactory,TrustedSocketFactory,k9.mail.transport,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,57
k9.mail.transport.WebDavTransport,WebDavTransport,k9.mail.transport,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,33
k9.mail.transport.imap.ImapSettings,ImapSettings,k9.mail.transport.imap,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,20
k9.preferences.CheckBoxListPreference,CheckBoxListPreference,k9.preferences,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,58
k9.preferences.Editor,Editor,k9.preferences,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,119
k9.preferences.Storage,Storage,k9.preferences,Structurer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,343
k9.preferences.TimePickerPreference,TimePickerPreference,k9.preferences,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,148
k9.provider.AttachmentProvider,AttachmentProvider,k9.provider,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,253
k9.provider.MessageProvider,MessageProvider,k9.provider,Coordinator,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,227
k9.remotecontrol.AccountReceiver,AccountReceiver,k9.remotecontrol,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,23
k9.remotecontrol.K9AccountReceptor,K9AccountReceptor,k9.remotecontrol,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,10
k9.remotecontrol.K9RemoteControl,K9RemoteControl,k9.remotecontrol,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,118
k9.service.BootReceiver,BootReceiver,k9.service,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,119
k9.service.CoreReceiver,CoreReceiver,k9.service,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,72
k9.service.CoreService,CoreService,k9.service,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,137
k9.service.MailService,MailService,k9.service,Controller,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,388
k9.service.PollService,PollService,k9.service,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,56
k9.service.PushService,PushService,k9.service,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,40
k9.service.RemoteControlReceiver,RemoteControlReceiver,k9.service,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,40
k9.service.RemoteControlService,RemoteControlService,k9.service,Controller,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,145
k9.service.ShutdownReceiver,ShutdownReceiver,k9.service,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,34
k9.service.SleepService,SleepService,k9.service,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,109
k9.service.StorageGoneReceiver,StorageGoneReceiver,k9.service,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,35
k9.service.StorageReceiver,StorageReceiver,k9.service,Service Provider,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,29
k9.view.AccessibleWebView,AccessibleWebView,k9.view,Coordinator,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,82
k9.view.AttachmentView,AttachmentView,k9.view,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,256
k9.view.ColorChip,ColorChip,k9.view,Information Holder,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,23
k9.view.ColorPickerBox,ColorPickerBox,k9.view,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,54
k9.view.MessageCryptoView,MessageCryptoView,k9.view,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,124
k9.view.MessageHeader,MessageHeader,k9.view,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,263
k9.view.MessageWebView,MessageWebView,k9.view,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,97
k9.view.SingleMessageView,SingleMessageView,k9.view,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,267
k9.view.ToggleScrollView,ToggleScrollView,k9.view,Interfacer,2011-08-01-k9-9335dacd463b4452fcc79d6cb1c191821d87ae42,38
